DATA_ATUAL HORA_ATUAL PID  MEMTOTAL %CPU %MEM TIME MSECOND
2023-03-29 02:25:21 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:22 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:23 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:24 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:25 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:26 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:27 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:28 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:29 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:30 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:31 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:32 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:33 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:35 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:36 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:37 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:38 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:39 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:40 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:41 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:42 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:43 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:44 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:45 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:46 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:47 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:48 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:49 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:50 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:51 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:52 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:53 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:54 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:56 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:57 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:58 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:25:59 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:26:00 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:26:01 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:26:02 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:26:03 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:26:04 87615 3892952  0.2  0.1 00:00:00 720000
