DATA_ATUAL HORA_ATUAL PID  MEMTOTAL %CPU %MEM TIME MSECOND
2023-03-28 02:13:55 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:13:56 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:13:57 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:13:58 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:13:59 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:00 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:01 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:02 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:03 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:04 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:06 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:07 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:08 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:09 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:10 44351 3892952  2.1  3.1 00:00:07 7567000
2023-03-28 02:14:11 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:12 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:13 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:14 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:15 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:16 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:17 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:18 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:19 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:20 44351 3892952  2.0  3.1 00:00:07 7207000
2023-03-28 02:14:21 44351 3892952  2.0  3.1 00:00:07 7207000
